Name,Latitude,Longitude,Rating,Categories,Keyword,State
Humayun's Tomb Museum,28.5940902,77.2444084,4.8,"museum, point_of_interest, establishment",museums,Delhi
Nirankari Museum,28.7256382,77.19861879999999,4.5,"museum, point_of_interest, establishment",museums,Delhi
Echo Point,18.9862885,73.26110299999999,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Mumbai Skyline View Point,18.9293711,72.821388,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,18.9269015,72.83269159999999,4.6,"tourist_attraction, museum, point_of_interest, establishment",attractions,Maharashtra
Louisa Point,18.9873814,73.25613779999999,4.7,"tourist_attraction, park, point_of_interest, establishment",attractions,Maharashtra
Karave Flamingo Point,19.0165703,73.00601499999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Marine Drive,18.9302074,72.8218856,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Hanging Gardens,18.9565598,72.80498659999999,4.2,"tourist_attraction, park, point_of_interest, establishment",attractions,Maharashtra
All is well Khandala point cafe,18.9839617,73.2709551,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Porcupine point,19.0019747,73.2622684,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
King George Point,18.9841824,73.2611221,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Marine Drive View Sunset Point,18.9336052,72.8233997,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Kala Talao View Point,19.2444794,73.1301726,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Love Mumbai,19.0494731,72.8335274,4.4,"tourist_attraction, park, point_of_interest, establishment",attractions,Maharashtra
"Fountain of Joy, Dhirubhai Ambani Square",19.0655932,72.8671212,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Mini Seashore,19.0803296,72.99269269999999,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
"Upvan Lake, Thane",19.2199266,72.9569696,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Sion Fort Trail,19.0458368,72.8672696,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Diwale Jetty,19.008192,73.0407733,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
EsselWorld,19.231546,72.80505769999999,4.3,"amusement_park, tourist_attraction, park, point_of_interest, establishment",attractions,Maharashtra
Gandhi Tekdi,19.2258967,72.8717424,4.4,"tourist_attraction, park, point_of_interest, establishment",attractions,Maharashtra
Sion Fort,19.0465923,72.8676819,4.1,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Powai dam,19.1268449,72.89637859999999,4.1,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Vanrani,19.2281201,72.86944919999999,3.8,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Kachrali Talav,19.1962356,72.96797579999999,4.3,"tourist_attraction, park, point_of_interest, establishment",attractions,Maharashtra
Gateway Of India Mumbai,18.9219841,72.8346543,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Sea link view point,19.0416303,72.8181516,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Pandavkada Waterfalls,19.0628078,73.0512979,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Vadale lake,18.9926322,73.1113623,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
"Sagar Vihar, Vashi, Navi Mumbai.",19.0756194,72.9841368,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Rock Garden,19.0299753,73.019897,4.1,"tourist_attraction, park, point_of_interest, establishment",attractions,Maharashtra
Girgaon Chowpatty Beach,18.9544078,72.8128638,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
One Tree Hill Point,18.9629992,73.26270699999999,4.5,"tourist_attraction, park, point_of_interest, establishment",attractions,Maharashtra
Mandapeshwar Caves,19.2450396,72.85363149999999,4.2,"tourist_attraction, museum, point_of_interest, establishment",attractions,Maharashtra
Belvedere Point,18.9674754,73.26315559999999,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Snow World,19.0866203,72.88854979999999,4.2,"tourist_attraction, amusement_park, point_of_interest, establishment",attractions,Maharashtra
Shivadi fort,19.0006679,72.86012649999999,4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
"Lords Point, Matheran",18.9802967,73.2602943,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Fort George,18.9412344,72.8385198,4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Water Kingdom,19.2314895,72.8075257,4.2,"tourist_attraction, amusement_park, point_of_interest, establishment",attractions,Maharashtra
"Sunset Point, Matheran",19.000744,73.262239,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Subhedar waterfall,18.901914,73.3312729,4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Matheran Stargazing Adventure Camp,18.9760603,73.2721069,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Elephanta Caves,18.9633474,72.9314864,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
One Tree Hill Point,19.4561685,72.82938899999999,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Mount Barry,19.006011,73.2879066,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Silver Beach,19.1153157,72.82142089999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Gaimukh Beach,19.2871499,72.9386146,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Madh Island,19.1484913,72.7891606,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Pagoda,19.2283369,72.8059248,4.5,"tourist_attraction, place_of_worship, point_of_interest, establishment",attractions,Maharashtra
Band Stand,19.0451906,72.8191501,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Bandra Wonderland,19.0466879,72.8286607,4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Kokanipada Waterfall,19.2397043,72.95784669999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Mahim Beach,19.0434028,72.83812739999999,4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Siddheshwar Waterfall,18.6580074,72.93789079999999,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Heart Point Matheran,19.0052712,73.27471589999999,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Powai Birds Watching Site Mumbai,19.1241368,72.8976016,3.9,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Park View Point,19.0267509,72.8396679,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Dhobi Ghat Viewing Deck,18.9821539,72.8247549,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Malabar View Point,18.9547625,72.80817189999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Malang Point Matheran,18.9905373,73.2564594,4.7,"tourist_attraction, point_of_interest, establishment",attractions,Maharashtra
Gorai Beach,19.251825,72.7829223,4.3,"natural_feature, establishment",beaches,Maharashtra
Rangaon beach,19.3612959,72.77135609999999,4.4,"natural_feature, establishment",beaches,Maharashtra
Suruchi Beach,19.3398381,72.7915665,3.9,"natural_feature, establishment",beaches,Maharashtra
Navapur Beach,19.4427785,72.7509499,4.2,"natural_feature, establishment",beaches,Maharashtra
Marine drive beach,18.9554795,72.8125562,4.5,"natural_feature, establishment",beaches,Maharashtra
Prabhadevi Beach,19.018074,72.824947,3.8,"natural_feature, establishment",beaches,Maharashtra
Warik Aali Beach Entrance,18.8718478,72.9189165,4,"natural_feature, establishment",beaches,Maharashtra
Bhuigaon Beach,19.38788,72.76083249999999,4.4,"natural_feature, establishment",beaches,Maharashtra
Bena Beach,19.345945,72.7860707,4.4,"natural_feature, establishment",beaches,Maharashtra
Uttan Virgin Beach,19.2668928,72.78433500000001,4.3,"natural_feature, establishment",beaches,Maharashtra
Uttan Beach,19.2819076,72.7835253,4.1,"natural_feature, establishment",beaches,Maharashtra
Marvé Beach,19.1973487,72.79676429999999,4.1,"natural_feature, establishment",beaches,Maharashtra
Navapur Beach,19.4374853,72.7531566,4.3,"natural_feature, establishment",beaches,Maharashtra
Versova Beach,19.1246969,72.81703279999999,4.1,"natural_feature, establishment",beaches,Maharashtra
Kalamb Beach,19.4034081,72.7614246,4.1,"natural_feature, establishment",beaches,Maharashtra
Sasawane Beach,18.7860024,72.8629943,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Rock Beach,19.1301885,72.8130509,4.3,"natural_feature, establishment",beaches,Maharashtra
Juhu Beach,19.0974187,72.8264476,4.2,"natural_feature, establishment",beaches,Maharashtra
Girgaon Chowpatty (Beach),18.9548336,72.8118293,4.4,"point_of_interest, establishment",beaches,Maharashtra
Dadar Chowpatty,19.0266617,72.8345812,4.1,"natural_feature, establishment",beaches,Maharashtra
Girgaon Chowpatty Beach,18.9544078,72.8128638,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Versova Beach,19.1405831,72.80344869999999,4,"natural_feature, establishment",beaches,Maharashtra
"Mankeshwar Beach, Uran",18.8830007,72.91171609999999,4.1,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Kamath Beach,18.7365061,72.8636734,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Gorai Beach,19.2419548,72.7808269,4.2,"natural_feature, establishment",beaches,Maharashtra
Kihim Beach,18.7287184,72.8647684,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Silver Beach,19.1503817,72.78858319999999,4.3,"natural_feature, establishment",beaches,Maharashtra
Varsoli Beach,18.6661405,72.8629943,4.4,"natural_feature, establishment",beaches,Maharashtra
Hamla Beach,19.1863288,72.7963392,4.4,"natural_feature, establishment",beaches,Maharashtra
Mahim Beach,19.0338019,72.83797779999999,4,"natural_feature, establishment",beaches,Maharashtra
Vasai Beach,19.3399306,72.7907992,4.1,"natural_feature, establishment",beaches,Maharashtra
Aksa Beach,19.1759612,72.7953513,4.3,"natural_feature, establishment",beaches,Maharashtra
Versova Beach Promenade,19.1349868,72.80941969999999,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Erangal Beach,19.1612527,72.7839664,4.2,"natural_feature, establishment",beaches,Maharashtra
Rangaon-Bhuigaon Beach,19.3707344,72.7619744,4.4,"natural_feature, establishment",beaches,Maharashtra
Juhu Beach,19.1152847,72.821437,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Uran Pirwad Beach,18.8576817,72.9228021,4.4,"natural_feature, establishment",beaches,Maharashtra
Kihim Beach,18.7243016,72.86455649999999,4.1,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Dana Pani Beach,19.1695807,72.7883985,4.3,"natural_feature, establishment",beaches,Maharashtra
Raiwadi Beach,18.6265878,72.8851471,4.1,"natural_feature, establishment",beaches,Maharashtra
Alibaug Beach,18.6391422,72.8720214,4.2,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Manori Beach,19.2098721,72.78081019999999,4.3,"natural_feature, establishment",beaches,Maharashtra
Thal Chalamala Beach,18.680447,72.861192,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Velankanni Beach,19.2700286,72.7810737,4.4,"natural_feature, establishment",beaches,Maharashtra
Dadar Beach,19.0207597,72.8292998,3.9,"natural_feature, establishment",beaches,Maharashtra
Gorai Beach,19.245166,72.7815006,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Alibag Beach,18.6390485,72.8720864,4.2,"natural_feature, establishment",beaches,Maharashtra
Bandra beach,19.0431794,72.8172115,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Uttan Virgin Beach,19.2681072,72.78378169999999,4.3,"natural_feature, establishment",beaches,Maharashtra
Marve Beach,19.1973487,72.79676429999999,4,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Bandstand Beach view,19.0469299,72.8196852,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Marine Drive Beach,18.9435047,72.8225866,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Kegav Beach,18.8857384,72.90803609999999,3.8,"natural_feature, establishment",beaches,Maharashtra
kihim Beach,18.7229055,72.8637328,4.2,"natural_feature, establishment",beaches,Maharashtra
Alibag Beach Selfie Point,18.639501,72.8710521,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Juhu Koliwada Beach,19.0840625,72.8245625,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Maharashtra
Uran nagav Beach,18.8721503,72.9181878,4.1,"natural_feature, establishment",beaches,Maharashtra
Chowpatty beach,18.9546579,72.80959240000001,4.3,"natural_feature, establishment",beaches,Maharashtra
Girgaon Chowpatty,18.9518622,72.8165592,4.3,"natural_feature, establishment",beaches,Maharashtra
Mandwa Beach,18.8030918,72.878686,4.3,"natural_feature, establishment",beaches,Maharashtra
Pale Bk WaterFalls,19.0462763,73.13645989999999,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Bokadkada Waterfall,19.4662395,73.03349229999999,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Pandavkada Falls,19.0623132,73.0477849,4.4,"natural_feature, establishment",waterfalls,Maharashtra
Doodhani Waterfall,19.012432,73.2720149,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Sateri Waterfall,18.7057723,73.156294,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
BHAVANIKADA WATERFALLS SAI,18.8442886,73.0684232,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Shingroba Waterfall,18.7642502,73.3518498,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Kakadwal Waterfall - Gothanipada Village,19.1587691,73.1525372,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Belapur Waterfalls,19.0410027,73.04055029999999,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Dhangar Waterfalls,19.1130418,73.2322682,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Siddheshwar Waterfall,18.6580074,72.93789079999999,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Changewadi Twin Waterfalls,18.9512338,73.29279509999999,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Arctic Seasonal Waterfalls,18.773679,73.3219479,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Chirma Devi Waterfall,19.2553139,72.9527133,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
Vetaleshwar waterfall,19.0098302,73.27745809999999,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Maharashtra
